REPORTER_LAB,PARTNER_LAB,PRODUCT_LAB,FLOW_LAB,STAT_PROCEDURE_LAB,PERIOD_LAB,INDICATORS_LAB,INDICATOR_VALUE
"Croatia","Greece","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",526297736
"Croatia","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",423680355
"Croatia","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",392353763
"Croatia","Greece","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",172694286
"Croatia","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",161714660
"Croatia","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",143452535
"Croatia","Hungary","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",2964195870
"Croatia","Hungary","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2801736776
"Croatia","Hungary","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2712400954
"Croatia","Hungary","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",961995368
"Croatia","Hungary","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1486114319
"Croatia","Hungary","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1243474398
"Croatia","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",96953767
"Croatia","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",312131129
"Croatia","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",132342962
"Croatia","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",37158763
"Croatia","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",93049931
"Croatia","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",32945856
"Croatia","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5673264969
"Croatia","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5583744542
"Croatia","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2742233541
"Croatia","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2643515638
"Croatia","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",96248324
"Croatia","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",77931761
"Croatia","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",73723583
"Croatia","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",142739486
"Croatia","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",82649753
"Croatia","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",120386409
"Croatia","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",36593396
"Croatia","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",14023967
"Croatia","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",13150428
"Croatia","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",13213475
"Croatia","Latvia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",25409335
"Croatia","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",17207101
"Croatia","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",21498889
"Croatia","Latvia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",31559004
"Croatia","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",38207772
"Croatia","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",31898595
"Croatia","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5814738
"Croatia","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2995059
"Croatia","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",110460500
"Croatia","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",91726736
"Croatia","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1771872210
"Croatia","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1649959082
"Croatia","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",404518173
"Croatia","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",412026194
"Croatia","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1739668958
"Croatia","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1676460958
"Croatia","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",523451139
"Croatia","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",460101752
"Croatia","Portugal","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",77040150
"Croatia","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",59488395
"Croatia","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",77445554
"Croatia","Portugal","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",70343590
"Croatia","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",89455041
"Croatia","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",66148264
"Croatia","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",566706368
"Croatia","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",508329007
"Croatia","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",361382144
"Croatia","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",327041902
"Croatia","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",321947251
"Croatia","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",255724933
"Croatia","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",241968043
"Croatia","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",244476653
"Croatia","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5063802651
"Croatia","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4993337605
"Croatia","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2631258778
"Croatia","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2784664694
"Croatia","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",971656417
"Croatia","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",979493068
"Croatia","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",572567532
"Croatia","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",552237604
"Hungary","Austria","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",8266972554
"Hungary","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7989160022
"Hungary","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",6986291466
"Hungary","Austria","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",6106965339
"Hungary","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",6105403615
"Hungary","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5259791693
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",3061665600
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3165806097
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3586740783
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",2398957162
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3086865215
"Hungary","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2808494099
"Hungary","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",617908568
"Hungary","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",597495744
"Hungary","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",588709651
"Hungary","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",1718381482
"Hungary","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1729768503
"Hungary","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1704296563
"Hungary","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",40546990
"Hungary","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",38417510
"Hungary","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",12594336
"Hungary","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",68360775
"Hungary","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",83516929
"Hungary","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",47455827
"Hungary","Czechia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",7254938515
"Hungary","Czechia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",7729926491
"Hungary","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7803532945
"Hungary","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8423757794
"Hungary","Czechia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",6333579526
"Hungary","Czechia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",6147857824
"Hungary","Czechia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",6315521296
"Hungary","Czechia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5965277644
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",29675184482
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",30072582860
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",31594475773
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",36942310595
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",36491880980
"Hungary","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",35339853223
"Hungary","Denmark","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",872653816
"Hungary","Denmark","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",886297199
"Hungary","Denmark","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",766521513
"Hungary","Denmark","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",1091886071
"Hungary","Denmark","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",956367999
"Hungary","Denmark","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",716196854
"Hungary","Estonia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",84344610
"Hungary","Estonia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",80117866
"Hungary","Estonia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",72584682
"Hungary","Estonia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",70649917
"Hungary","Estonia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",101629876
"Hungary","Estonia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",98114044
"Hungary","Estonia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",103312323
"Hungary","Estonia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",102754928
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",2403667728
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",2400876014
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2203052914
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2264282821
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",4162547167
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",3796521419
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",4350757724
"Hungary","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3648993846
"Hungary","Finland","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",268677145
"Hungary","Finland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",270961897
"Hungary","Finland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",251322484
"Hungary","Finland","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",422541059
"Hungary","Finland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",439228411
"Hungary","Finland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",348400215
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",4454596324
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",4415655425
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4346555559
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",5659478740
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",6039129823
"Hungary","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4919251359
"Hungary","Greece","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",258559052
"Hungary","Greece","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",297139874
"Hungary","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",200903560
"Hungary","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",325611575
"Hungary","Greece","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",955420631
"Hungary","Greece","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",903208203
"Hungary","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",815915407
"Hungary","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",806107601
"Hungary","Croatia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",961995368
"Hungary","Croatia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1243474398
"Hungary","Croatia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1486114319
"Hungary","Croatia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",2964195870
"Hungary","Croatia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2712400954
"Hungary","Croatia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2801736776
"Hungary","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",2682155051
"Hungary","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",2370151327
"Hungary","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1064366670
"Hungary","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",663639052
"Hungary","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",817508746
"Hungary","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",813860621
"Hungary","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1128287751
"Hungary","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",931903662
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",5359344570
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5372344070
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5776943715
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",7155811016
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7358770740
"Hungary","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",7370964327
"Hungary","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",233214993
"Hungary","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",304530865
"Hungary","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",259804997
"Hungary","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",263112400
"Hungary","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",311972924
"Hungary","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",248167692
"Hungary","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",406705636
"Hungary","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",233835251
"Hungary","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",156183622
"Hungary","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",134390701
"Hungary","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",106833855
"Hungary","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",149473914
"Hungary","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",310887382
"Hungary","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",135513664
"Hungary","Latvia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",65769881
"Hungary","Latvia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",115230972
"Hungary","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",64241872
"Hungary","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",124442468
"Hungary","Latvia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",222429752
"Hungary","Latvia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",191470768
"Hungary","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",194009991
"Hungary","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",186721945
"Hungary","Malta","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",58300292
"Hungary","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",105735279
"Hungary","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",40668016
"Hungary","Malta","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",37337955
"Hungary","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",32826949
"Hungary","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",14869375
"Hungary","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",7060956648
"Hungary","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7583488509
"Hungary","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8192233864
"Hungary","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",5484381526
"Hungary","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5275185317
"Hungary","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4343495957
"Hungary","Poland","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",8405773829
"Hungary","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",8107973669
"Hungary","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8876473486
"Hungary","Poland","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",7285353211
"Hungary","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7952676506
"Hungary","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",7224466488
"Hungary","Portugal","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",346553594
"Hungary","Portugal","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",472523078
"Hungary","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",351890188
"Hungary","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",416317131
"Hungary","Portugal","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",951048278
"Hungary","Portugal","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",847843503
"Hungary","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",708575869
"Hungary","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",614490915
"Hungary","Romania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",4054322187
"Hungary","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3613277528
"Hungary","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4922811743
"Hungary","Romania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",8446021926
"Hungary","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",8116925031
"Hungary","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8318863511
"Hungary","Sweden","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",940294488
"Hungary","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",867898699
"Hungary","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",798660403
"Hungary","Sweden","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",1656295871
